date,adj_close,close,high,low,open,volume
,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
2021-02-01,229.95367431640625,239.64999389648438,242.5,232.42999267578125,235.05999755859375,33314200
2021-02-02,229.8193817138672,239.50999450683594,242.30999755859375,238.69000244140625,241.3000030517578,25916300
2021-02-03,233.16818237304688,243.0,245.08999633789062,239.25999450683594,239.57000732421875,27158100
2021-02-04,232.21820068359375,242.00999450683594,243.24000549316406,240.3699951171875,242.66000366210938,25296100
2021-02-05,232.40052795410156,242.1999969482422,243.27999877929688,240.4199981689453,242.22999572753906,18054800
2021-02-08,232.65960693359375,242.47000122070312,243.67999267578125,240.80999755859375,243.14999389648438,22211900
2021-02-09,233.90701293945312,243.77000427246094,244.75999450683594,241.3800048828125,241.8699951171875,23565000
2021-02-10,232.9954833984375,242.82000732421875,245.9199981689453,240.88999938964844,245.0,22186700
2021-02-11,234.59786987304688,244.49000549316406,245.14999389648438,242.14999389648438,244.77999877929688,15751100
2021-02-12,235.07766723632812,244.99000549316406,245.3000030517578,242.72999572753906,243.92999267578125,16561100
2021-02-16,233.83978271484375,243.6999969482422,246.1300048828125,242.9199981689453,245.02999877929688,26728500
2021-02-17,234.8592987060547,244.1999969482422,244.30999755859375,240.94000244140625,241.32000732421875,21653500
2021-02-18,234.46499633789062,243.7899932861328,243.92999267578125,240.86000061035156,241.8000030517578,16925600
2021-02-19,231.7528076171875,240.97000122070312,243.86000061035156,240.17999267578125,243.75,25262600
2021-02-22,225.53993225097656,234.50999450683594,237.92999267578125,232.39999389648438,237.4199981689453,36446900
2021-02-23,224.347412109375,233.27000427246094,234.8300018310547,228.72999572753906,230.3300018310547,30228700
2021-02-24,225.5784149169922,234.5500030517578,235.1999969482422,229.0,230.00999450683594,26339700
2021-02-25,220.23106384277344,228.99000549316406,234.58999633789062,227.8800048828125,232.0800018310547,39542200
2021-02-26,223.49143981933594,232.3800048828125,235.3699951171875,229.5399932861328,231.52999877929688,37819200
2021-03-01,227.8770294189453,236.94000244140625,237.47000122070312,233.14999389648438,235.89999389648438,25324000
2021-03-02,224.92440795898438,233.8699951171875,237.3000030517578,233.4499969482422,237.00999450683594,22812500
2021-03-03,218.8557586669922,227.55999755859375,233.5800018310547,227.25999450683594,232.16000366210938,34029500
2021-03-04,218.05751037597656,226.72999572753906,232.49000549316406,224.25999450683594,226.74000549316406,44727800
2021-03-05,222.74127197265625,231.60000610351562,233.27000427246094,226.4600067138672,229.52000427246094,41872800
2021-03-08,218.69227600097656,227.38999938964844,233.3699951171875,227.1300048828125,231.3699951171875,35267400
2021-03-09,224.83786010742188,233.77999877929688,235.3800048828125,231.6699981689453,232.8800048828125,33080500
2021-03-10,223.52989196777344,232.4199981689453,237.0,232.0399932861328,237.0,29746800
2021-03-11,228.0597381591797,237.1300048828125,239.1699981689453,234.30999755859375,234.9600067138672,29907600
2021-03-12,226.73251342773438,235.75,235.82000732421875,233.22999572753906,234.00999450683594,22653700
2021-03-15,225.82846069335938,234.80999755859375,235.19000244140625,231.80999755859375,234.9600067138672,26034900
2021-03-16,228.61758422851562,237.7100067138672,240.05999755859375,235.94000244140625,236.27999877929688,28092200
2021-03-17,227.97314453125,237.0399932861328,238.5500030517578,233.22999572753906,236.14999389648438,29562100
2021-03-18,221.89491271972656,230.72000122070312,234.19000244140625,230.3300018310547,232.55999755859375,34833000
2021-03-19,221.53907775878906,230.35000610351562,232.47000122070312,229.35000610351562,231.02000427246094,46430700
2021-03-22,226.96334838867188,235.99000549316406,236.89999389648438,230.13999938964844,230.27000427246094,30127000
2021-03-23,228.4925079345703,237.5800018310547,241.0500030517578,237.07000732421875,237.49000549316406,31638400
2021-03-24,226.45362854003906,235.4600067138672,238.0,235.32000732421875,237.85000610351562,25620100
2021-03-25,223.4529266357422,232.33999633789062,236.94000244140625,231.57000732421875,235.3000030517578,34061900
2021-03-26,227.43458557128906,236.47999572753906,236.7100067138672,231.5500030517578,231.5500030517578,25479900
2021-03-29,226.2420196533203,235.24000549316406,236.8000030517578,231.8800048828125,236.58999633789062,25227500
2021-03-30,222.98167419433594,231.85000610351562,233.85000610351562,231.10000610351562,233.52999877929688,24792000
2021-03-31,226.75173950195312,235.77000427246094,239.10000610351562,232.38999938964844,232.91000366210938,43623500
2021-04-01,233.08006286621094,242.35000610351562,242.83999633789062,238.0500030517578,238.47000122070312,30338000
2021-04-05,239.5430145263672,249.07000732421875,249.9600067138672,242.6999969482422,242.75999450683594,36910600
2021-04-06,238.3792724609375,247.86000061035156,249.39999389648438,246.8800048828125,247.61000061035156,22931900
2021-04-07,240.3412628173828,249.89999389648438,250.92999267578125,247.19000244140625,247.80999755859375,22719800
2021-04-08,243.5631103515625,253.25,254.13999938964844,252.0,252.77000427246094,23625200
2021-04-09,246.0636749267578,255.85000610351562,255.99000549316406,252.44000244140625,252.8699951171875,24326800
2021-04-12,246.1213836669922,255.91000366210938,257.6700134277344,254.6199951171875,254.7100067138672,27148700
2021-04-13,248.60267639160156,258.489990234375,259.19000244140625,256.8299865722656,257.260009765625,23837500
2021-04-14,245.8136444091797,255.58999633789062,258.8299865722656,255.16000366210938,257.4800109863281,23070900
