date,Open_AAPL,High_AAPL,Low_AAPL,Close_AAPL,Adj_Close_AAPL,Volume_AAPL,Open_AMZN,High_AMZN,Low_AMZN,Close_AMZN,Adj_Close_AMZN,Volume_AMZN,Open_MSFT,High_MSFT,Low_MSFT,Close_MSFT,Adj_Close_MSFT,Volume_MSFT,Open_VOO,High_VOO,Low_VOO,Close_VOO,Adj_Close_VOO,Volume_VOO,Open_SPY,High_SPY,Low_SPY,Close_SPY,Adj_Close_SPY,Volume_SPY
2021-02-16,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,129.84788513183594,80576300,162.70249938964844,165.4149932861328,162.67950439453125,163.44749450683594,163.44749450683594,51494000,245.02999877929688,246.1300048828125,242.9199981689453,243.6999969482422,233.83978271484375,26728500,362.1499938964844,362.3699951171875,359.9800109863281,360.7099914550781,335.750732421875,4408500,393.9599914550781,394.1700134277344,391.5299987792969,392.29998779296875,366.2027893066406,50972400
2021-02-17,131.25,132.22000122070312,129.47000122070312,130.83999633789062,127.55682373046875,97918500,163.17999267578125,166.04550170898438,162.97500610351562,165.4320068359375,165.4320068359375,65950000,241.32000732421875,244.30999755859375,240.94000244140625,244.1999969482422,234.8592987060547,21653500,359.0299987792969,360.9700012207031,357.9200134277344,360.7900085449219,335.8251953125,3211800,390.4200134277344,392.6600036621094,389.3299865722656,392.3900146484375,366.2867431640625,52290600
2021-02-18,129.1999969482422,130.0,127.41000366210938,129.7100067138672,126.4552230834961,96856700,164.12100219726562,166.89999389648438,163.69700622558594,166.4114990234375,166.4114990234375,60548000,241.8000030517578,243.92999267578125,240.86000061035156,243.7899932861328,234.46499633789062,16925600,358.239990234375,359.92999267578125,356.489990234375,359.25,334.3917541503906,3010500,389.5899963378906,391.5199890136719,387.739990234375,390.7200012207031,364.7279052734375,59712800
2021-02-19,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,126.61116027832031,87668800,166.4114990234375,166.6750030517578,162.28750610351562,162.4949951171875,162.4949951171875,86104000,243.75,243.86000061035156,240.17999267578125,240.97000122070312,231.7528076171875,25262600,360.4700012207031,360.7099914550781,358.1400146484375,358.5899963378906,333.7774658203125,2487100,392.07000732421875,392.3800048828125,389.54998779296875,390.0299987792969,364.0837707519531,83241000
2021-02-22,128.00999450683594,129.72000122070312,125.5999984741211,126.0,122.83827209472656,103916400,160.406494140625,161.61599731445312,158.61300659179688,159.03700256347656,159.03700256347656,70314000,237.4199981689453,237.92999267578125,232.39999389648438,234.50999450683594,225.53993225097656,36446900,355.8399963378906,358.19000244140625,355.55999755859375,355.7699890136719,331.1526184082031,3291000,387.05999755859375,389.6199951171875,386.739990234375,387.0299987792969,361.2833557128906,67414200
2021-02-23,123.76000213623047,126.70999908447266,118.38999938964844,125.86000061035156,122.70177459716797,158273000,156.35150146484375,160.2364959716797,154.67999267578125,159.72500610351562,159.72500610351562,93544000,230.3300018310547,234.8300018310547,228.72999572753906,233.27000427246094,224.347412109375,30228700,353.69000244140625,357.55999755859375,349.5299987792969,356.2200012207031,331.57147216796875,5251100,384.6600036621094,388.95001220703125,380.20001220703125,387.5,361.72210693359375,107284100
2021-02-24,124.94000244140625,125.55999755859375,122.2300033569336,125.3499984741211,122.20459747314453,111039900,158.33749389648438,158.56149291992188,156.2689971923828,157.97650146484375,157.97650146484375,60226000,230.00999450683594,235.1999969482422,229.0,234.5500030517578,225.5784149169922,26339700,355.1499938964844,360.5799865722656,354.20001220703125,360.1600036621094,335.2388610839844,3301200,386.3299865722656,392.2300109863281,385.2699890136719,391.7699890136719,365.7080383300781,72433900
2021-02-25,124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376953,117.95398712158203,148199500,156.83700561523438,158.91299438476562,152.38800048828125,152.85800170898438,152.85800170898438,90676000,232.0800018310547,234.58999633789062,227.8800048828125,228.99000549316406,220.23106384277344,39542200,359.0299987792969,360.2699890136719,350.0799865722656,351.5199890136719,327.1966857910156,7049200,390.4100036621094,391.8800048828125,380.7799987792969,382.3299865722656,356.8959655761719,146670500
2021-02-26,122.58999633789062,124.8499984741211,121.19999694824219,121.26000213623047,118.21723175048828,164560400,154.75999450683594,156.1219940185547,151.8350067138672,154.64649963378906,154.64649963378906,85518000,231.52999877929688,235.3699951171875,229.5399932861328,232.3800048828125,223.49143981933594,37819200,353.4700012207031,354.4700012207031,347.7099914550781,349.5899963378906,325.4002380371094,7579500,384.3500061035156,385.5799865722656,378.2300109863281,380.3599853515625,355.05706787109375,152701600
2021-03-01,123.75,127.93000030517578,122.79000091552734,127.79000091552734,124.58335876464844,116307900,156.39450073242188,157.47799682617188,154.89950561523438,157.3070068359375,157.3070068359375,54582000,235.89999389648438,237.47000122070312,233.14999389648438,236.94000244140625,227.8770294189453,25324000,354.54998779296875,359.3900146484375,354.5,358.1199951171875,333.33990478515625,3721100,385.5899963378906,390.9200134277344,380.57000732421875,389.5799865722656,363.6637268066406,105348800
2021-03-02,128.41000366210938,128.72000122070312,125.01000213623047,125.12000274658203,121.98035430908203,102260900,157.17349243164062,158.17599487304688,154.3560028076172,154.72650146484375,154.72650146484375,51916000,237.00999450683594,237.3000030517578,233.4499969482422,233.8699951171875,224.92440795898438,22812500,358.3800048828125,358.6300048828125,355.1600036621094,355.3500061035156,330.7616882324219,5462600,389.82000732421875,390.07000732421875,386.0,386.5400085449219,360.8260192871094,79595300
2021-03-03,124.80999755859375,125.70999908447266,121.83999633789062,122.05999755859375,118.99713897705078,112966300,154.0590057373047,155.38900756835938,149.75,150.25,150.25,79774000,232.16000366210938,233.5800018310547,227.25999450683594,227.55999755859375,218.8557586669922,34029500,354.70001220703125,355.6400146484375,350.55999755859375,350.6600036621094,326.3961486816406,6317600,385.7900085449219,386.8299865722656,381.30999755859375,381.4200134277344,356.0465087890625,119940200
2021-03-04,121.75,123.5999984741211,118.62000274658203,120.12999725341797,117.11555480957031,178155000,150.60000610351562,152.906494140625,147.27149963378906,148.8784942626953,148.8784942626953,109632000,226.74000549316406,232.49000549316406,224.25999450683594,226.72999572753906,218.05751037597656,44727800,350.489990234375,353.0199890136719,341.9200134277344,346.3399963378906,322.37506103515625,6604500,381.2200012207031,384.0,371.8800048828125,376.70001220703125,351.64056396484375,183433000
2021-03-05,120.9800033569336,121.94000244140625,117.56999969482422,121.41999816894531,118.37320709228516,153766600,150.25,150.4499969482422,144.0500030517578,150.0229949951172,150.0229949951172,107772000,229.52000427246094,233.27000427246094,226.4600067138672,231.60000610351562,222.74127197265625,41872800,349.7699890136719,353.7300109863281,342.5899963378906,352.69000244140625,328.2857666015625,8721300,380.4599914550781,384.760009765625,372.6400146484375,383.6300048828125,358.1095886230469,152039600
2021-03-08,120.93000030517578,121.0,116.20999908447266,116.36000061035156,113.44017791748047,154376600,150.75,153.22950744628906,147.5655059814453,147.59750366210938,147.59750366210938,83700000,231.3699951171875,233.3699951171875,227.1300048828125,227.38999938964844,218.69227600097656,35267400,353.6300048828125,356.3999938964844,350.6600036621094,350.9599914550781,326.67547607421875,5663500,384.6600036621094,387.67999267578125,381.4200134277344,381.7200012207031,356.3266296386719,123149200
2021-03-09,119.02999877929688,122.05999755859375,118.79000091552734,121.08999633789062,118.05147552490234,129525800,150.89950561523438,154.54800415039062,150.25750732421875,153.1425018310547,153.1425018310547,80600000,232.8800048828125,235.3800048828125,231.6699981689453,233.77999877929688,224.83786010742188,33080500,354.75,358.4599914550781,354.2300109863281,355.8699951171875,331.2457275390625,6075100,385.8500061035156,389.9100036621094,385.30999755859375,387.1700134277344,361.4140625,113633600
